"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.779151570E-1,-1.674975902E-1,4.546362907E-2,9.777372360E0,9.778912652E0
7.803032820E-1,-1.674975902E-1,4.785645381E-2,9.782157898E0,9.783708848E0
7.826913550E-1,-1.698904037E-1,5.503492057E-2,9.784550667E0,9.786180222E0
7.850794800E-1,-1.794617027E-1,5.503492057E-2,9.796515465E0,9.798313661E0
7.874675530E-1,-1.651047617E-1,5.264209956E-2,9.798908234E0,9.800440467E0
7.898556260E-1,-1.794617027E-1,4.785645381E-2,9.827920914E0,9.829675795E0
7.922437510E-1,-1.770688742E-1,4.067798331E-2,9.818050385E0,9.819731230E0
7.946318240E-1,-1.627119333E-1,2.871387079E-2,9.782157898E0,9.783553179E0
7.970199490E-1,-1.651047617E-1,5.264209956E-2,9.789336205E0,9.790869936E0
7.994080220E-1,-1.651047617E-1,5.264209956E-2,9.774979591E0,9.776515575E0
8.017961470E-1,-1.627119333E-1,4.546362907E-2,9.794121742E0,9.795578738E0
8.041842200E-1,-1.770688742E-1,5.264209956E-2,9.794121742E0,9.795863682E0
8.065723450E-1,-1.746760458E-1,4.307080805E-2,9.796515465E0,9.798167281E0
8.089604180E-1,-1.674975902E-1,2.871387079E-2,9.798908234E0,9.800381753E0
8.113484910E-1,-1.674975902E-1,3.349951655E-2,9.803693771E0,9.805181754E0
8.137366160E-1,-1.651047617E-1,2.392822690E-2,9.806086540E0,9.807505563E0
8.161246890E-1,-1.746760458E-1,3.589234129E-2,9.810872078E0,9.812492594E0
8.185128140E-1,-1.746760458E-1,2.392822690E-2,9.808479309E0,9.810063743E0
8.209008870E-1,-1.842473447E-1,2.871387079E-2,9.798908234E0,9.800682330E0
8.232890120E-1,-1.698904037E-1,2.871387079E-2,9.798908234E0,9.800422940E0
8.256770850E-1,-1.770688742E-1,4.067798331E-2,9.796515465E0,9.798200005E0
8.280651570E-1,-1.698904037E-1,2.632104978E-2,9.784550667E0,9.786060867E0
8.304532820E-1,-1.890329868E-1,1.914258115E-2,9.796515465E0,9.798357779E0
8.328413550E-1,-1.818545163E-1,2.632104978E-2,9.808479309E0,9.810200315E0
8.352294800E-1,-1.674975902E-1,3.110669367E-2,9.806086540E0,9.807566278E0
8.376175530E-1,-1.651047617E-1,5.024927482E-2,9.806086540E0,9.807605100E0
8.400056780E-1,-1.555334777E-1,3.349951655E-2,9.813264847E0,9.814554490E0
8.423937510E-1,-1.674975902E-1,4.307080805E-2,9.827920914E0,9.829442508E0
8.447818760E-1,-1.722832322E-1,4.546362907E-2,9.818050385E0,9.819667092E0
8.471699490E-1,-1.674975902E-1,4.546362907E-2,9.796515465E0,9.798052747E0
8.495580220E-1,-1.603191197E-1,2.632104978E-2,9.796515465E0,9.797862536E0
8.519461470E-1,-1.674975902E-1,3.589234129E-2,9.794121742E0,9.795619654E0
8.543342200E-1,-1.722832322E-1,3.589234129E-2,9.791728973E0,9.793310271E0
8.567223450E-1,-1.746760458E-1,3.110669367E-2,9.786943436E0,9.788551535E0
8.591104180E-1,-1.722832322E-1,2.871387079E-2,9.796515465E0,9.798072323E0
8.614985430E-1,-1.722832322E-1,2.871387079E-2,9.796515465E0,9.798072323E0
8.638866160E-1,-1.674975902E-1,3.828516230E-2,9.820742607E0,9.822245494E0
8.662746890E-1,-1.651047617E-1,4.067798331E-2,9.827920914E0,9.829391831E0
8.686628140E-1,-1.770688742E-1,4.546362907E-2,9.825528145E0,9.827228686E0
8.710508870E-1,-1.722832322E-1,5.024927482E-2,9.813264847E0,9.814905677E0
8.734390120E-1,-1.818545163E-1,5.503492057E-2,9.813264847E0,9.815104017E0
8.758270850E-1,-1.651047617E-1,5.024927482E-2,9.808479309E0,9.809997499E0
8.782151570E-1,-1.603191197E-1,6.460621208E-2,9.796515465E0,9.798040183E0
8.806032820E-1,-1.651047617E-1,6.699903309E-2,9.779765129E0,9.781388165E0
8.829914070E-1,-1.555334777E-1,5.024927482E-2,9.789336205E0,9.790700638E0
8.853794800E-1,-1.579262912E-1,4.785645381E-2,9.791728973E0,9.793119383E0
8.877675530E-1,-1.651047617E-1,5.024927482E-2,9.784550667E0,9.786072569E0
8.901556780E-1,-1.555334777E-1,5.024927482E-2,9.801301003E0,9.802663770E0
8.925437510E-1,-1.651047617E-1,5.742774159E-2,9.798908234E0,9.800467341E0
8.949318760E-1,-1.531406492E-1,5.503492057E-2,9.803693771E0,9.805044236E0
8.973199490E-1,-1.698904037E-1,5.503492057E-2,9.801301003E0,9.802927774E0
8.997080220E-1,-1.746760458E-1,5.982056633E-2,9.806086540E0,9.807824604E0
9.020961470E-1,-1.674975902E-1,4.067798331E-2,9.815657616E0,9.817170905E0
9.044842200E-1,-1.651047617E-1,5.742774159E-2,9.820742607E0,9.822298249E0
9.068723450E-1,-1.842473447E-1,4.785645381E-2,9.803693771E0,9.805541744E0
9.092604180E-1,-1.555334777E-1,6.460621208E-2,9.810872078E0,9.812317543E0
9.116485430E-1,-1.770688742E-1,5.264209956E-2,9.810872078E0,9.812611044E0
9.140366160E-1,-1.627119333E-1,5.742774159E-2,9.798908234E0,9.800427322E0
9.164246890E-1,-1.722832322E-1,3.828516230E-2,9.820742607E0,9.822328269E0
9.188128140E-1,-1.651047617E-1,3.828516230E-2,9.823135376E0,9.824597394E0
9.212008870E-1,-1.627119333E-1,3.110669367E-2,9.810872078E0,9.812270570E0
9.235890120E-1,-1.579262912E-1,4.785645381E-2,9.801301003E0,9.802690054E0
9.259770850E-1,-1.531406492E-1,5.024927482E-2,9.796515465E0,9.797841206E0
9.283652100E-1,-1.722832322E-1,4.067798331E-2,9.796515465E0,9.798114689E0
9.307532820E-1,-1.746760458E-1,2.392822690E-2,9.801301003E0,9.802886596E0
9.331413550E-1,-1.746760458E-1,3.589234129E-2,9.801301003E0,9.802923101E0
9.355294800E-1,-1.531406492E-1,3.828516230E-2,9.796515465E0,9.797787151E0
9.379175530E-1,-1.651047617E-1,3.349951655E-2,9.803693771E0,9.805141170E0
9.403056780E-1,-1.579262912E-1,4.546362907E-2,9.813264847E0,9.814640829E0
9.426937510E-1,-1.627119333E-1,4.785645381E-2,9.810872078E0,9.812337965E0
9.450818760E-1,-1.698904037E-1,3.589234129E-2,9.810872078E0,9.812408570E0
9.474699490E-1,-1.698904037E-1,1.914258115E-2,9.815657616E0,9.817146409E0
9.498580740E-1,-1.770688742E-1,2.153540403E-2,9.813264847E0,9.814885843E0
9.522461470E-1,-1.866401732E-1,1.435693540E-2,9.803693771E0,9.805480724E0
9.546342200E-1,-1.746760458E-1,2.392822690E-2,9.813264847E0,9.814848508E0
9.570223450E-1,-1.674975902E-1,2.153540403E-2,9.818050385E0,9.819502664E0
9.594104180E-1,-1.651047617E-1,2.632104978E-2,9.798908234E0,9.800334431E0
9.617985430E-1,-1.674975902E-1,2.392822690E-2,9.801301003E0,9.802761312E0
9.641866160E-1,-1.603191197E-1,3.349951655E-2,9.806086540E0,9.807454189E0
9.665746890E-1,-1.651047617E-1,5.264209956E-2,9.808479309E0,9.810010047E0
9.689628140E-1,-1.651047617E-1,4.785645381E-2,9.786943436E0,9.788452975E0
9.713508870E-1,-1.698904037E-1,5.024927482E-2,9.782157898E0,9.783762103E0
9.737390120E-1,-1.722832322E-1,4.067798331E-2,9.801301003E0,9.802899446E0
9.761270850E-1,-1.746760458E-1,3.828516230E-2,9.794121742E0,9.795754089E0
9.785152100E-1,-1.794617027E-1,2.871387079E-2,9.801301003E0,9.802985889E0
9.809032820E-1,-1.722832322E-1,2.153540403E-2,9.796515465E0,9.798053916E0
9.832914070E-1,-1.579262912E-1,2.871387079E-2,9.789336205E0,9.790652099E0
9.856794800E-1,-1.722832322E-1,4.546362907E-2,9.796515465E0,9.798135726E0
9.880675530E-1,-1.674975902E-1,3.589234129E-2,9.791728973E0,9.793227251E0
9.904556780E-1,-1.579262912E-1,3.110669367E-2,9.798908234E0,9.800230146E0
9.928437510E-1,-1.579262912E-1,3.828516230E-2,9.798908234E0,9.800255560E0
9.952318760E-1,-1.627119333E-1,5.742774159E-2,9.801301003E0,9.802819720E0
9.976199490E-1,-1.746760458E-1,5.024927482E-2,9.796515465E0,9.798201466E0
1.000008074E0,-1.794617027E-1,5.024927482E-2,9.810872078E0,9.812641970E0
1.002396147E0,-1.914258152E-1,6.460621208E-2,9.806086540E0,9.808167568E0
1.004784272E0,-1.746760458E-1,5.503492057E-2,9.789336205E0,9.791049172E0
1.007172345E0,-1.746760458E-1,6.460621208E-2,9.806086540E0,9.807854960E0
1.009560418E0,-1.698904037E-1,7.896314561E-2,9.813264847E0,9.815052974E0
1.011948543E0,-1.698904037E-1,6.221338734E-2,9.810872078E0,9.812540149E0
1.014336616E0,-1.627119333E-1,5.503492057E-2,9.798908234E0,9.800413593E0
1.016724741E0,-1.651047617E-1,4.546362907E-2,9.813264847E0,9.814758962E0
1.019112814E0,-1.651047617E-1,5.264209956E-2,9.803693771E0,9.805225257E0
1.021500887E0,-1.722832322E-1,4.307080805E-2,9.806086540E0,9.807694420E0
1.023889012E0,-1.746760458E-1,6.221338734E-2,9.806086540E0,9.807839490E0
1.026277085E0,-1.651047617E-1,5.742774159E-2,9.808479309E0,9.810036895E0
1.028665210E0,-1.770688742E-1,3.828516230E-2,9.798908234E0,9.800582723E0
1.031053282E0,-1.770688742E-1,5.264209956E-2,9.810872078E0,9.812611044E0
1.033441407E0,-1.962114573E-1,4.785645381E-2,9.806086540E0,9.808166108E0
1.035829480E0,-2.009970993E-1,4.067798331E-2,9.798908234E0,9.801053877E0
1.038217605E0,-1.866401732E-1,3.349951655E-2,9.798908234E0,9.800742795E0
1.040605678E0,-1.794617027E-1,4.785645381E-2,9.827920914E0,9.829675795E0
1.042993751E0,-1.722832322E-1,4.067798331E-2,9.815657616E0,9.817253722E0
1.045381876E0,-1.746760458E-1,2.632104978E-2,9.796515465E0,9.798107969E0
1.047769949E0,-1.890329868E-1,2.392822690E-2,9.808479309E0,9.810329882E0
1.050158074E0,-1.866401732E-1,3.828516230E-2,9.808479309E0,9.810329590E0
1.052546147E0,-1.746760458E-1,3.589234129E-2,9.810872078E0,9.812492594E0
1.054934272E0,-1.770688742E-1,3.110669367E-2,9.810872078E0,9.812519144E0
1.057322345E0,-1.866401732E-1,3.349951655E-2,9.803693771E0,9.805527438E0
1.059710418E0,-1.890329868E-1,2.871387079E-2,9.796515465E0,9.798381152E0
1.062098543E0,-1.890329868E-1,2.632104978E-2,9.806086540E0,9.807943694E0
1.064486616E0,-1.746760458E-1,2.871387079E-2,9.803693771E0,9.805291825E0
1.066874741E0,-1.890329868E-1,4.067798331E-2,9.798908234E0,9.800815820E0
1.069262814E0,-1.818545163E-1,3.828516230E-2,9.796515465E0,9.798278016E0
1.071650939E0,-1.698904037E-1,2.392822690E-2,9.815657616E0,9.817156907E0
1.074039012E0,-1.555334777E-1,3.349951655E-2,9.818050385E0,9.819339399E0
1.076427137E0,-1.674975902E-1,3.349951655E-2,9.806086540E0,9.807574160E0
1.078815210E0,-1.627119333E-1,1.674975827E-2,9.818050385E0,9.819412868E0
1.081203282E0,-1.746760458E-1,2.871387079E-2,9.808479309E0,9.810076583E0
1.083591407E0,-1.746760458E-1,3.589234129E-2,9.818050385E0,9.819669716E0
1.085979480E0,-1.698904037E-1,3.110669367E-2,9.815657616E0,9.817177028E0
1.088367605E0,-1.722832322E-1,3.589234129E-2,9.808479309E0,9.810057907E0
1.090755678E0,-1.674975902E-1,4.785645381E-2,9.813264847E0,9.814810881E0
1.093143751E0,-1.651047617E-1,3.828516230E-2,9.801301003E0,9.802766277E0
1.095531876E0,-1.651047617E-1,2.153540403E-2,9.801301003E0,9.802715170E0
1.097919949E0,-1.651047617E-1,3.110669367E-2,9.806086540E0,9.807525704E0
1.100308074E0,-1.722832322E-1,3.828516230E-2,9.806086540E0,9.807674571E0
1.102696147E0,-1.674975902E-1,3.349951655E-2,9.813264847E0,9.814751378E0
1.105084272E0,-1.531406492E-1,3.110669367E-2,9.815657616E0,9.816901452E0
1.107472345E0,-1.483550072E-1,2.871387079E-2,9.818050385E0,9.819213158E0
1.109860470E0,-1.555334777E-1,4.546362907E-2,9.808479309E0,9.809817733E0
1.112248543E0,-1.459621787E-1,3.828516230E-2,9.813264847E0,9.814424979E0
1.114636668E0,-1.579262912E-1,3.828516230E-2,9.808479309E0,9.809825321E0
1.117024741E0,-1.770688742E-1,3.589234129E-2,9.813264847E0,9.814927845E0
1.119412814E0,-1.722832322E-1,4.546362907E-2,9.808479309E0,9.810097594E0
1.121800939E0,-1.698904037E-1,5.503492057E-2,9.796515465E0,9.798143030E0
1.124189012E0,-1.555334777E-1,5.264209956E-2,9.810872078E0,9.812246062E0
1.126577137E0,-1.531406492E-1,5.982056633E-2,9.808479309E0,9.809857130E0
1.128965210E0,-1.579262912E-1,6.699903309E-2,9.798908234E0,9.800409795E0
1.131353282E0,-1.722832322E-1,4.546362907E-2,9.794121742E0,9.795742399E0
1.133741407E0,-1.603191197E-1,3.589234129E-2,9.803693771E0,9.805070221E0
1.136129480E0,-1.794617027E-1,3.349951655E-2,9.796515465E0,9.798216367E0
1.138517605E0,-1.603191197E-1,4.785645381E-2,9.808479309E0,9.809906157E0
1.140905678E0,-1.531406492E-1,3.828516230E-2,9.813264847E0,9.814534363E0
1.143293751E0,-1.531406492E-1,4.307080805E-2,9.810872078E0,9.812161744E0
1.145681876E0,-1.770688742E-1,4.307080805E-2,9.801301003E0,9.802994941E0
1.148069949E0,-1.698904037E-1,4.546362907E-2,9.806086540E0,9.807663479E0
1.150458074E0,-1.746760458E-1,4.067798331E-2,9.803693771E0,9.805334160E0
1.152846147E0,-1.890329868E-1,5.982056633E-2,9.798908234E0,9.800913965E0
1.155234272E0,-2.081755698E-1,4.785645381E-2,9.801301003E0,9.803628341E0
1.157622345E0,-1.746760458E-1,4.785645381E-2,9.801301003E0,9.802974207E0
1.160010470E0,-1.674975902E-1,5.024927482E-2,9.808479309E0,9.810038063E0
1.162398543E0,-1.698904037E-1,2.871387079E-2,9.803693771E0,9.805207739E0
1.164786668E0,-1.746760458E-1,4.067798331E-2,9.810872078E0,9.812511266E0
1.167174741E0,-1.627119333E-1,3.349951655E-2,9.808479309E0,9.809886021E0
1.169562814E0,-1.627119333E-1,5.503492057E-2,9.813264847E0,9.814768004E0
1.171950939E0,-1.746760458E-1,4.067798331E-2,9.820742607E0,9.822380148E0
1.174339012E0,-1.842473447E-1,4.307080805E-2,9.825528145E0,9.827349872E0
1.176727137E0,-1.674975902E-1,4.785645381E-2,9.827920914E0,9.829464643E0
1.179115210E0,-1.770688742E-1,3.828516230E-2,9.813264847E0,9.814936887E0
1.181503282E0,-1.770688742E-1,3.110669367E-2,9.823135376E0,9.824780386E0
1.183891407E0,-1.722832322E-1,3.349951655E-2,9.827920914E0,9.829487943E0
1.186279480E0,-1.746760458E-1,3.589234129E-2,9.808479309E0,9.810100221E0
1.188667605E0,-1.770688742E-1,4.067798331E-2,9.808479309E0,9.810161795E0
1.191055678E0,-1.651047617E-1,4.067798331E-2,9.803693771E0,9.805168323E0
1.193443803E0,-1.722832322E-1,2.871387079E-2,9.798908234E0,9.800464712E0
1.195831876E0,-1.842473447E-1,2.632104978E-2,9.815657616E0,9.817421979E0
1.198219949E0,-1.986042857E-1,3.349951655E-2,9.808479309E0,9.810546990E0
1.200608074E0,-1.986042857E-1,5.024927482E-2,9.810872078E0,9.813010730E0
1.202996147E0,-1.746760458E-1,3.828516230E-2,9.801301003E0,9.802932154E0
1.205384272E0,-1.866401732E-1,4.067798331E-2,9.810872078E0,9.812731535E0
1.207772345E0,-1.674975902E-1,4.307080805E-2,9.808479309E0,9.810003919E0
1.210160470E0,-1.866401732E-1,3.589234129E-2,9.801301003E0,9.803143585E0
1.212548543E0,-1.698904037E-1,4.546362907E-2,9.806086540E0,9.807663479E0
1.214936668E0,-1.674975902E-1,4.067798331E-2,9.813264847E0,9.814778505E0
1.217324741E0,-1.603191197E-1,3.589234129E-2,9.801301003E0,9.802677788E0
1.219712814E0,-1.627119333E-1,5.024927482E-2,9.810872078E0,9.812349927E0
1.222100939E0,-1.627119333E-1,3.828516230E-2,9.808479309E0,9.809903531E0
1.224489012E0,-1.770688742E-1,3.349951655E-2,9.806086540E0,9.807742291E0
1.226877137E0,-1.770688742E-1,4.067798331E-2,9.806086540E0,9.807769436E0
1.229265210E0,-1.722832322E-1,3.589234129E-2,9.803693771E0,9.805273139E0
1.231653335E0,-1.698904037E-1,2.871387079E-2,9.813264847E0,9.814777338E0
1.234041407E0,-1.603191197E-1,3.589234129E-2,9.801301003E0,9.802677788E0
1.236429480E0,-1.698904037E-1,5.264209956E-2,9.815657616E0,9.817268885E0
1.238817605E0,-1.746760458E-1,4.307080805E-2,9.813264847E0,9.814913844E0
1.241205678E0,-1.698904037E-1,4.785645381E-2,9.818050385E0,9.819636772E0
1.243593803E0,-1.555334777E-1,3.589234129E-2,9.820742607E0,9.822039721E0
1.245981876E0,-1.435693651E-1,5.024927482E-2,9.813264847E0,9.814443647E0
1.248370001E0,-1.555334777E-1,4.785645381E-2,9.813264847E0,9.814613994E0
1.250758074E0,-1.651047617E-1,7.178468257E-2,9.803693771E0,9.805346714E0
1.253146199E0,-1.627119333E-1,6.460621208E-2,9.801301003E0,9.802864402E0
1.255534272E0,-1.651047617E-1,5.742774159E-2,9.806086540E0,9.807644506E0
1.257922345E0,-1.531406492E-1,5.264209956E-2,9.810872078E0,9.812208425E0
1.260310470E0,-1.531406492E-1,2.632104978E-2,9.806086540E0,9.807317579E0
1.262698543E0,-1.579262912E-1,3.110669367E-2,9.806086540E0,9.807407485E0
1.265086668E0,-1.531406492E-1,4.546362907E-2,9.798908234E0,9.800210282E0
1.267474741E0,-1.531406492E-1,3.110669367E-2,9.803693771E0,9.804939125E0
1.269862866E0,-1.651047617E-1,2.153540403E-2,9.798908234E0,9.800322746E0
1.272250939E0,-1.770688742E-1,1.674975827E-2,9.806086540E0,9.807699382E0
1.274639012E0,-1.722832322E-1,1.674975827E-2,9.796515465E0,9.798044566E0
1.277027137E0,-1.651047617E-1,3.589234129E-2,9.806086540E0,9.807542051E0
1.279415210E0,-1.818545163E-1,4.307080805E-2,9.803693771E0,9.805474885E0
1.281803335E0,-1.746760458E-1,4.546362907E-2,9.784550667E0,9.786215326E0
1.284191407E0,-1.794617027E-1,5.982056633E-2,9.803693771E0,9.805518679E0
1.286579532E0,-1.722832322E-1,5.982056633E-2,9.808479309E0,9.810174635E0
1.288967605E0,-1.627119333E-1,3.589234129E-2,9.806086540E0,9.807502061E0
1.291355730E0,-1.555334777E-1,3.828516230E-2,9.803693771E0,9.805002192E0
1.293743803E0,-1.746760458E-1,3.828516230E-2,9.806086540E0,9.807716896E0
1.296131876E0,-1.746760458E-1,4.546362907E-2,9.789336205E0,9.791000050E0
1.298520001E0,-1.603191197E-1,4.307080805E-2,9.794121742E0,9.795528471E0
1.300908074E0,-1.674975902E-1,4.546362907E-2,9.801301003E0,9.802837534E0
1.303296199E0,-1.674975902E-1,3.349951655E-2,9.803693771E0,9.805181754E0
1.305684272E0,-1.842473447E-1,3.110669367E-2,9.806086540E0,9.807866636E0
1.308072397E0,-1.938186288E-1,3.589234129E-2,9.801301003E0,9.803282882E0
1.310460470E0,-1.770688742E-1,5.982056633E-2,9.798908234E0,9.800690509E0
1.312848543E0,-1.746760458E-1,4.546362907E-2,9.815657616E0,9.817317001E0
1.315236668E0,-1.674975902E-1,4.785645381E-2,9.818050385E0,9.819595666E0
1.317624741E0,-1.698904037E-1,6.221338734E-2,9.806086540E0,9.807755426E0
1.320012866E0,-1.770688742E-1,4.067798331E-2,9.791728973E0,9.793414337E0
1.322400939E0,-1.627119333E-1,3.110669367E-2,9.808479309E0,9.809878142E0
1.324789064E0,-1.722832322E-1,3.349951655E-2,9.810872078E0,9.812441830E0
1.327177137E0,-1.818545163E-1,4.785645381E-2,9.801301003E0,9.803104745E0
1.329565210E0,-1.866401732E-1,5.742774159E-2,9.806086540E0,9.808030676E0
1.331953335E0,-1.818545163E-1,5.742774159E-2,9.813264847E0,9.815117725E0
1.334341407E0,-1.698904037E-1,3.349951655E-2,9.808479309E0,9.810007713E0
1.336729532E0,-1.818545163E-1,3.589234129E-2,9.803693771E0,9.805445981E0
1.339117605E0,-1.627119333E-1,4.307080805E-2,9.813264847E0,9.814708209E0
1.341505730E0,-1.746760458E-1,4.785645381E-2,9.806086540E0,9.807758928E0
1.343893803E0,-1.842473447E-1,4.067798331E-2,9.810872078E0,9.812686315E0
1.346281928E0,-1.770688742E-1,4.785645381E-2,9.810872078E0,9.812586538E0
1.348670001E0,-1.770688742E-1,4.307080805E-2,9.813264847E0,9.814956721E0
1.351058074E0,-1.770688742E-1,3.110669367E-2,9.798908234E0,9.800557310E0
1.353446199E0,-1.674975902E-1,3.349951655E-2,9.784550667E0,9.786041560E0
1.355834272E0,-1.746760458E-1,4.067798331E-2,9.803693771E0,9.805334160E0
1.358222397E0,-1.674975902E-1,3.589234129E-2,9.823135376E0,9.824628864E0
1.360610470E0,-1.579262912E-1,6.221338734E-2,9.823135376E0,9.824601765E0
1.362998595E0,-1.794617027E-1,5.503492057E-2,9.818050385E0,9.819844637E0
1.365386668E0,-1.722832322E-1,3.349951655E-2,9.820742607E0,9.822310781E0
1.367774793E0,-1.698904037E-1,5.503492057E-2,9.820742607E0,9.822366158E0
1.370162866E0,-1.698904037E-1,5.742774159E-2,9.818050385E0,9.819688083E0
1.372550939E0,-1.746760458E-1,4.067798331E-2,9.815657616E0,9.817296005E0
1.374939064E0,-1.651047617E-1,3.828516230E-2,9.803693771E0,9.805158688E0
1.377327137E0,-1.627119333E-1,5.264209956E-2,9.794121742E0,9.795614685E0
1.379715262E0,-1.674975902E-1,5.742774159E-2,9.791728973E0,9.793329856E0
1.382103335E0,-1.698904037E-1,7.178468257E-2,9.801301003E0,9.803036118E0
1.384491407E0,-1.674975902E-1,6.460621208E-2,9.823135376E0,9.824775724E0
1.386879532E0,-1.651047617E-1,7.178468257E-2,9.815657616E0,9.817308544E0
1.389267605E0,-1.770688742E-1,5.024927482E-2,9.818050385E0,9.819775544E0
1.391655730E0,-1.818545163E-1,6.460621208E-2,9.823135376E0,9.825030974E0
1.394043803E0,-1.746760458E-1,7.657032460E-2,9.808479309E0,9.810333383E0
1.396431928E0,-1.579262912E-1,5.264209956E-2,9.796515465E0,9.797929738E0
1.398820001E0,-1.603191197E-1,5.982056633E-2,9.798908234E0,9.800402201E0
1.401208126E0,-1.603191197E-1,4.785645381E-2,9.808479309E0,9.809906157E0
1.403596199E0,-1.627119333E-1,5.024927482E-2,9.801301003E0,9.802780295E0
1.405984272E0,-1.555334777E-1,3.589234129E-2,9.813264847E0,9.814562949E0
1.408372397E0,-1.603191197E-1,3.349951655E-2,9.803693771E0,9.805061754E0
1.410760470E0,-1.674975902E-1,3.828516230E-2,9.818050385E0,9.819553684E0
1.413148595E0,-1.698904037E-1,4.307080805E-2,9.820742607E0,9.822306409E0
1.415536668E0,-1.770688742E-1,3.828516230E-2,9.823135376E0,9.824805736E0
1.417924793E0,-1.794617027E-1,2.632104978E-2,9.813264847E0,9.814940970E0
1.420312866E0,-1.770688742E-1,2.871387079E-2,9.818050385E0,9.819688958E0
1.422700991E0,-1.651047617E-1,1.435693540E-2,9.808479309E0,9.809879309E0
1.425089064E0,-1.770688742E-1,1.435693540E-2,9.815657616E0,9.817265095E0
1.427477137E0,-1.746760458E-1,3.589234129E-2,9.803693771E0,9.805315474E0
1.429865262E0,-1.746760458E-1,2.871387079E-2,9.796515465E0,9.798114689E0
1.432253335E0,-1.842473447E-1,4.307080805E-2,9.806086540E0,9.807911878E0
1.434641460E0,-1.842473447E-1,4.307080805E-2,9.810872078E0,9.812696526E0
1.437029532E0,-1.794617027E-1,5.503492057E-2,9.803693771E0,9.805490651E0
1.439417657E0,-1.722832322E-1,2.871387079E-2,9.813264847E0,9.814819048E0
1.441805730E0,-1.794617027E-1,4.067798331E-2,9.806086540E0,9.807812928E0
1.444193803E0,-1.818545163E-1,3.828516230E-2,9.810872078E0,9.812632050E0
1.446581928E0,-1.722832322E-1,3.110669367E-2,9.801301003E0,9.802864402E0
1.448970001E0,-1.770688742E-1,2.632104978E-2,9.806086540E0,9.807720399E0
1.451358126E0,-1.890329868E-1,4.546362907E-2,9.820742607E0,9.822666938E0
1.453746199E0,-1.770688742E-1,4.067798331E-2,9.815657616E0,9.817338871E0
1.456134324E0,-1.794617027E-1,4.546362907E-2,9.815657616E0,9.817403316E0
1.458522397E0,-1.866401732E-1,4.067798331E-2,9.813264847E0,9.815123851E0
1.460910522E0,-1.818545163E-1,3.110669367E-2,9.808479309E0,9.810214322E0
1.463298595E0,-1.818545163E-1,3.349951655E-2,9.808479309E0,9.810222201E0
1.465686668E0,-1.890329868E-1,5.024927482E-2,9.815657616E0,9.817606271E0
1.468074793E0,-1.770688742E-1,4.307080805E-2,9.806086540E0,9.807779653E0
1.470462866E0,-1.674975902E-1,3.589234129E-2,9.803693771E0,9.805190221E0
1.472850991E0,-1.770688742E-1,4.067798331E-2,9.803693771E0,9.805377078E0
1.475239064E0,-1.722832322E-1,4.785645381E-2,9.801301003E0,9.802931862E0
1.477627189E0,-1.674975902E-1,3.828516230E-2,9.806086540E0,9.807591673E0
1.480015262E0,-1.651047617E-1,2.632104978E-2,9.806086540E0,9.807511693E0
1.482403387E0,-1.651047617E-1,3.589234129E-2,9.815657616E0,9.817111707E0
1.484791460E0,-1.627119333E-1,4.307080805E-2,9.810872078E0,9.812315792E0
1.487179532E0,-1.555334777E-1,5.264209956E-2,9.815657616E0,9.817030930E0
