"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.553539365E1,3.390031576E0,-1.698904037E-1,9.772586823E0,1.034527090E1
2.553778177E1,3.900001764E0,3.828516230E-2,9.810872078E0,1.055768395E1
2.554016990E1,4.309473515E0,2.201396823E-1,9.863813400E0,1.076637535E1
2.554255797E1,4.649254322E0,3.352942765E-1,9.875777245E0,1.092057527E1
2.554494610E1,4.546362877E0,3.687937856E-1,9.808479309E0,1.081719421E1
2.554733422E1,4.103391647E0,2.608176768E-1,9.573982239E0,1.041954820E1
2.554972235E1,3.468994617E0,2.632104978E-2,9.564411163E0,1.017411310E1
2.555211042E1,3.198605776E0,-8.135596663E-2,9.437591553E0,9.965231157E0
2.555449854E1,3.256033421E0,-8.374879509E-2,9.392127991E0,9.940866949E0
2.555688667E1,3.868895054E0,1.124626622E-1,9.396913528E0,1.016282346E1
2.555927474E1,3.782753468E0,1.890329868E-1,9.550054550E0,1.027367992E1
2.556166287E1,2.880061150E0,-3.349951655E-2,9.971489906E0,1.037913703E1
2.556405099E1,1.869691849E0,-2.775674164E-1,1.011027431E1,1.028544788E1
2.556643906E1,2.047059774E0,-1.722832322E-1,9.676874161E0,9.892523882E0
2.556882719E1,2.030309916E0,-1.028913707E-1,9.631410599E0,9.843617989E0
2.557121531E1,2.255235434E0,4.785645287E-3,9.722337723E0,9.980478974E0
2.557360344E1,2.111665964E0,7.178468257E-2,1.013180923E1,1.034977510E1
2.557599151E1,2.496910334E0,1.555334777E-1,9.746265411E0,1.006222845E1
2.557837964E1,2.915953398E0,2.464607358E-1,9.818050385E0,1.024488362E1
2.558076776E1,2.047059774E0,2.488535494E-1,9.899705887E0,1.011219850E1
2.558315584E1,9.744769931E-1,7.417750359E-2,9.729516029E0,9.778475846E0
2.558554396E1,6.678966284E-1,-2.225325108E-1,1.012223816E1,1.014668971E1
2.558793209E1,1.570588946E0,-3.589234129E-2,9.866206169E0,9.990498590E0
2.559032016E1,2.171486616E0,4.477569461E-1,9.741479874E0,9.990609117E0
2.559270828E1,9.218349457E-1,4.812564552E-1,9.873384476E0,9.927996195E0
2.559509641E1,-7.923234105E-1,9.571290761E-2,1.018445110E1,1.021567333E1
2.559748448E1,-1.264008522E0,-1.746760458E-1,9.904491425E0,9.986349666E0
2.559987260E1,-9.960124493E-1,-2.464607358E-1,9.724730492E0,9.778709875E0
2.560226073E1,-4.980062246E-1,-1.722832322E-1,9.813264847E0,9.827403455E0
2.560464880E1,-9.337990284E-1,-2.775674164E-1,9.945169449E0,9.992768368E0
2.560703693E1,-6.200401783E-1,-1.794617027E-1,9.784550667E0,9.805819093E0
2.560942505E1,9.571290575E-3,-1.124626622E-1,9.736694336E0,9.737348512E0
2.561181318E1,6.939185411E-2,-1.435693540E-2,9.782157898E0,9.782414553E0
2.561420125E1,7.420741320E-1,2.177468538E-1,9.597910881E0,9.629017654E0
2.561658938E1,5.745765567E-1,1.555334777E-1,1.043838978E1,1.045534839E1
2.561897750E1,7.396813035E-1,2.464607358E-1,9.882955551E0,9.913661370E0
2.562136557E1,1.185045362E0,4.381856322E-1,9.949954987E0,1.002985261E1
2.562375370E1,1.534696579E0,3.520440459E-1,9.684052467E0,9.811223206E0
2.562614182E1,1.931905150E0,2.536391914E-1,9.588339806E0,9.784316562E0
2.562852990E1,1.398006678E0,-3.349951655E-2,9.916455269E0,1.001457088E1
2.563091802E1,5.386841893E-1,-2.994019389E-1,9.966704369E0,9.985740741E0
2.563330615E1,3.161516786E-1,-3.041875660E-1,9.667302132E0,9.677252320E0
2.563569427E1,-4.067798331E-2,-2.850449979E-1,9.554840088E0,9.559177499E0
2.563808234E1,2.368894368E-1,-2.057827413E-1,9.609874725E0,9.614996380E0
2.564047047E1,6.320042610E-1,-1.483550072E-1,9.638588905E0,9.660426216E0
2.564285860E1,8.859425783E-1,-9.571290761E-2,9.681659698E0,9.722581433E0
2.564524667E1,8.306085467E-1,-5.503492057E-2,1.007677460E1,1.011109913E1
2.564763479E1,1.498804331E0,-5.742774159E-2,9.835099220E0,9.948813449E0
2.565002292E1,1.939083695E0,-1.076770201E-1,9.605089188E0,9.799458057E0
2.565241099E1,1.864906192E0,-1.100698411E-1,1.010548782E1,1.027671517E1
2.565479912E1,2.329412937E0,-6.699903309E-2,9.820742607E0,1.009344534E1
2.565718724E1,2.767598391E0,1.244267747E-1,1.007198906E1,1.044605411E1
2.565957531E1,2.688635349E0,3.113660514E-1,9.880562782E0,1.024457075E1
2.566196344E1,2.295913219E0,2.297109663E-1,9.707980156E0,9.978419882E0
2.566435156E1,1.915155411E0,1.914258115E-2,9.835099220E0,1.001984847E1
2.566673964E1,2.152343988E0,1.196411345E-2,9.868598938E0,1.010059269E1
2.566912776E1,2.322234392E0,1.435693540E-2,9.887741089E0,1.015679096E1
2.567151589E1,2.070987940E0,-9.571290761E-2,9.794121742E0,1.001114243E1
2.567390401E1,1.628016710E0,-2.225325108E-1,9.921240807E0,1.005638992E1
2.567629208E1,1.975275040E0,-1.148554832E-1,9.516554832E0,9.720067857E0
2.567868021E1,2.420340061E0,6.939185411E-2,9.506983757E0,9.810484259E0
2.568106834E1,2.681456804E0,1.938186288E-1,9.377771378E0,9.755530343E0
2.568345641E1,1.919941068E0,3.589234129E-2,1.039292622E1,1.056883992E1
2.568584453E1,2.322234392E0,1.196411327E-1,9.504590988E0,9.784903496E0
2.568823266E1,1.735693693E0,2.392822690E-2,9.839884758E0,9.991823518E0
2.569062073E1,1.917548299E0,7.417750359E-2,9.406484604E0,9.600231580E0
2.569300886E1,2.094916344E0,6.699903309E-2,9.796515465E0,1.001822732E1
2.569539698E1,1.326221943E0,1.124626622E-1,9.952347755E0,1.004095306E1
2.569778510E1,7.348956466E-1,2.033899277E-1,1.004566765E1,1.007456588E1
2.570017318E1,5.147559643E-1,2.153540403E-2,9.873384476E0,9.886817409E0
2.570256130E1,2.632104978E-2,-3.233301640E-1,9.904491425E0,9.909802499E0
2.570494943E1,6.343970895E-1,-3.233301640E-1,9.619445801E0,9.645762778E0
2.570733750E1,1.110867858E0,1.818545163E-1,9.928419113E0,9.992027049E0
2.570972563E1,5.243272781E-1,4.501497746E-1,1.001695347E1,1.004076246E1
2.571211375E1,8.739784956E-1,4.142574072E-1,9.930811882E0,9.977798968E0
2.571450182E1,5.147559643E-1,1.627119333E-1,1.008395290E1,1.009839369E1
2.571688995E1,3.305086195E-1,4.546362907E-2,9.937990189E0,9.943588481E0
2.571927807E1,3.137588799E-1,9.571290575E-3,9.890133858E0,9.895114146E0
2.572166615E1,1.328614831E0,1.316052526E-1,9.772586823E0,9.863366084E0
2.572405427E1,1.532303810E0,-1.674975827E-2,9.600303650E0,9.721834482E0
2.572644240E1,1.146760225E0,-3.110669367E-2,9.794121742E0,9.861077393E0
2.572883047E1,9.433703423E-1,9.810572863E-2,9.739087105E0,9.785161724E0
2.573121860E1,2.225325108E-1,4.067798331E-2,9.954740524E0,9.957310597E0
2.573360672E1,-2.273181528E-1,-4.785645287E-3,9.791728973E0,9.794368419E0
2.573599479E1,5.243272781E-1,3.828516230E-2,9.619445801E0,9.633801034E0
2.573838292E1,-4.238287210E-1,-2.392822653E-1,9.803693771E0,9.815767843E0
2.574077104E1,4.067798331E-2,-2.057827413E-1,9.552447319E0,9.554750181E0
2.574315917E1,3.589234129E-2,-1.435693651E-1,9.471091270E0,9.472247372E0
2.574554724E1,3.999004960E-1,1.842473447E-1,9.564411163E0,9.574540636E0
2.574793537E1,1.172483116E-1,4.142574072E-1,9.818050385E0,9.827485422E0
2.575032349E1,-1.687837243E0,4.067798331E-2,1.004566765E1,1.018655426E1
2.575271156E1,-2.219342947E0,-6.460621208E-2,9.897313118E0,1.014329651E1
2.575509969E1,-1.907976985E0,5.503492057E-2,9.921240807E0,1.010318881E1
2.575748781E1,-2.078166485E0,2.225325108E-1,9.859027863E0,1.007813113E1
2.575987589E1,-2.032702923E0,3.185445070E-1,1.005763149E1,1.026592923E1
2.576226401E1,-2.537887573E0,1.842473447E-1,1.005284595E1,1.036988583E1
2.576465214E1,-3.804288864E0,-1.268195957E-1,1.005763149E1,1.075382017E1
2.576704021E1,-3.622135162E0,-1.339980662E-1,9.964311600E0,1.060308089E1
2.576942834E1,-3.117249727E0,-4.307080805E-2,9.887741089E0,1.036757082E1
2.577181646E1,-2.549851656E0,1.292124242E-1,9.823135376E0,1.014950383E1
2.577420459E1,-2.973381281E0,2.201396823E-1,9.719944954E0,1.016694584E1
2.577659266E1,-3.696611881E0,1.148554832E-1,9.736694336E0,1.041543795E1
2.577898078E1,-3.392424345E0,2.871387079E-2,9.798908234E0,1.036956942E1
2.578136891E1,-2.504088879E0,1.076770201E-1,9.880562782E0,1.019350658E1
2.578375698E1,-2.032702923E0,2.994019389E-1,9.669695854E0,9.885572346E0
2.578614511E1,-2.114058733E0,3.209373355E-1,9.772586823E0,1.000378420E1
2.578853323E1,-2.449054003E0,9.332008660E-2,9.993025780E0,1.028917579E1
2.579092130E1,-1.867298961E0,-4.546362907E-2,9.578767776E0,9.759183596E0
2.579330943E1,-1.855334878E0,-1.818545163E-1,9.686445236E0,9.864205994E0
2.579569755E1,-1.371685624E0,-1.220339537E-1,9.806086540E0,9.902310184E0
2.579808563E1,1.435693540E-2,5.982056633E-2,9.712766647E0,9.712961473E0
2.580047375E1,6.463612318E-1,1.196411327E-1,9.667302132E0,9.689624727E0
2.580286188E1,1.483550072E-1,-2.632104978E-2,9.700801849E0,9.701971889E0
2.580525000E1,-5.697908998E-1,-8.614161611E-2,9.842277527E0,9.859133276E0
2.580763807E1,-2.922234535E-1,-2.033899277E-1,9.684052467E0,9.690595142E0
2.581002620E1,5.721837282E-1,-1.028913707E-1,9.710372925E0,9.727760441E0
2.581241432E1,5.291129351E-1,-7.178467698E-3,9.835099220E0,9.849324276E0
2.581480240E1,4.740779996E-1,-3.589234129E-2,9.815657616E0,9.827165036E0
2.581719052E1,1.268195957E-1,-7.657032460E-2,9.736694336E0,9.737821256E0
2.581957865E1,2.321037948E-1,-5.264209956E-2,9.794121742E0,9.797013017E0
2.582196672E1,-2.392822690E-2,-2.392822644E-3,9.870991707E0,9.871020999E0
2.582435485E1,-1.003190875E0,-6.221338734E-2,9.835099220E0,9.886325865E0
2.582674297E1,5.742774159E-2,2.009970993E-1,9.530911446E0,9.533203594E0
2.582913104E1,9.571290575E-3,6.460621208E-2,9.791728973E0,9.791946786E0
2.583151917E1,-1.890329868E-1,-2.392822644E-3,9.942776680E0,9.944573762E0
2.583390729E1,4.785645381E-2,6.939185411E-2,9.937990189E0,9.938347672E0
2.583629537E1,1.076770201E-1,1.148554832E-1,9.832706451E0,9.833966762E0
2.583868349E1,-5.195416212E-1,-2.033899277E-1,1.015095139E1,1.016627292E1
2.584107162E1,-3.089732230E-1,-3.376871049E-1,9.878170013E0,9.888768369E0
2.584345974E1,2.105683982E-1,-1.268195957E-1,9.818050385E0,9.821127003E0
2.584584781E1,1.292722464E0,1.674975827E-2,9.619445801E0,9.705933723E0
2.584823594E1,2.856132984E0,3.592225015E-1,9.420842171E0,9.850827561E0
2.585062406E1,2.808276415E0,4.118646085E-1,9.923633575E0,1.032155764E1
2.585301214E1,3.299104214E0,2.033899277E-1,9.921240807E0,1.045736464E1
2.585540026E1,3.246462107E0,1.459621787E-1,9.911669731E0,1.043082058E1
2.585778839E1,3.361317635E0,1.148554832E-1,9.813264847E0,1.037361147E1
2.586017646E1,3.804288864E0,2.249253243E-1,9.552447319E0,1.028457364E1
2.586256458E1,3.105285645E0,-3.349951655E-2,9.705587387E0,1.019030655E1
2.586495271E1,2.595315218E0,-3.424727321E-1,9.337093353E0,9.697126427E0
2.586734078E1,1.381256819E0,-4.812564552E-1,9.325128555E0,9.439147247E0
2.586972891E1,6.391827464E-1,-4.692923427E-1,9.334700584E0,9.368320281E0
2.587211703E1,1.004985496E-1,-3.735794425E-1,9.389735222E0,9.397701267E0
2.587450516E1,6.080760360E-1,-1.148554832E-1,9.495018959E0,9.515163334E0
2.587689323E1,1.106082320E0,1.124626622E-1,9.902098656E0,9.964317525E0
2.587928136E1,1.182652593E0,2.632105052E-1,1.013420200E1,1.020637042E1
2.588166948E1,9.840483069E-1,3.209373355E-1,1.010070229E1,1.015359732E1
2.588405755E1,6.152545214E-1,3.161516786E-1,1.024905777E1,1.027237437E1
2.588644568E1,3.089732230E-1,2.751746178E-1,1.014138031E1,1.014981675E1
2.588883380E1,-5.673980713E-1,2.033899277E-1,1.003609657E1,1.005418035E1
2.589122188E1,-1.785943031E0,4.785645381E-2,9.990633011E0,1.014911970E1
2.589361000E1,-2.025524378E0,6.460621208E-2,9.875777245E0,1.008156234E1
2.589599813E1,-2.671885490E0,-1.196411345E-2,1.011027431E1,1.045737835E1
2.589838620E1,-2.451446772E0,9.332008660E-2,9.961918831E0,1.025953833E1
2.590077432E1,-2.178664923E0,2.129612118E-1,1.000977516E1,1.024634238E1
2.590316245E1,-2.073380709E0,2.994019389E-1,9.940383911E0,1.015872932E1
2.590555052E1,-2.872882605E0,2.703889608E-1,1.011266708E1,1.051630164E1
2.590793865E1,-3.433102369E0,1.603191197E-1,9.933204651E0,1.051096802E1
2.591032677E1,-4.077070713E0,-3.349951655E-2,9.851848602E0,1.066220187E1
2.591271490E1,-4.860121727E0,-1.004985496E-1,9.854242325E0,1.098803781E1
2.591510297E1,-5.386841774E0,-1.004985496E-1,9.657731056E0,1.105893003E1
2.591749110E1,-5.669195175E0,-1.411765367E-1,9.676874161E0,1.121613116E1
2.591987922E1,-4.817050934E0,9.092725813E-2,9.636196136E0,1.077351027E1
2.592226729E1,-4.292723656E0,3.496512175E-1,9.676874161E0,1.059205485E1
2.592465542E1,-4.445864677E0,5.003990531E-1,9.791728973E0,1.076541073E1
2.592704354E1,-4.560719967E0,5.171487927E-1,9.870991707E0,1.088595824E1
2.592943162E1,-4.905585289E0,4.046861231E-1,9.933204651E0,1.108589611E1
2.593181974E1,-6.282056808E0,1.938186288E-1,1.004327488E1,1.184774973E1
2.593420787E1,-6.207879066E0,2.440679073E-1,9.899705887E0,1.168766479E1
2.593659594E1,-6.061916828E0,2.249253243E-1,9.957133293E0,1.165941381E1
2.593898406E1,-5.956633091E0,1.459621787E-1,1.000020409E1,1.164074158E1
2.594137219E1,-5.159224510E0,1.722832322E-1,9.887741089E0,1.115413389E1
2.594376026E1,-4.800301552E0,1.914258152E-1,9.981060982E0,1.107705363E1
2.594614839E1,-4.884049892E0,8.614161611E-2,9.870991707E0,1.101352991E1
2.594853651E1,-4.809872627E0,-3.110669367E-2,9.921240807E0,1.102573632E1
2.595092464E1,-4.893621445E0,-1.387837082E-1,9.854242325E0,1.100331239E1
2.595331271E1,-4.347758770E0,-2.392822644E-3,9.724730492E0,1.065238918E1
2.595570084E1,-3.670290947E0,8.135596663E-2,9.736694336E0,1.040580948E1
2.595808896E1,-3.119642496E0,1.292124242E-1,9.731908798E0,1.022051437E1
2.596047703E1,-2.489732027E0,1.435693651E-1,9.743872643E0,1.005795366E1
2.596286516E1,-2.463410854E0,1.339980662E-1,9.847063065E0,1.015140382E1
2.596525328E1,-3.059522867E0,-2.392822644E-3,9.801301003E0,1.026772551E1
2.596764136E1,-3.057130098E0,-8.614161611E-2,9.724730492E0,1.019430468E1
2.597002948E1,-2.384447813E0,-5.503492057E-2,9.767801285E0,1.005477808E1
2.597241760E1,-1.931905150E0,-9.571290575E-3,9.856635094E0,1.004418262E1
2.597480568E1,-1.584945917E0,2.871387079E-2,9.859027863E0,9.985655133E0
2.597719380E1,-1.374078393E0,1.435693540E-2,9.770194054E0,9.866356440E0
2.597958193E1,-1.424626827E0,-5.024927482E-2,9.806086540E0,9.909158381E0
2.598197005E1,-1.347757339E0,-1.004985496E-1,9.861420631E0,9.953600689E0
2.598435813E1,-8.907282352E-1,-7.178468257E-2,9.765408516E0,9.806209936E0
2.598674625E1,-6.990033388E-1,-5.503492057E-2,9.827920914E0,9.852901298E0
2.598913438E1,-5.051847100E-1,-6.460621208E-2,9.810872078E0,9.824082475E0
2.599152245E1,-4.597210586E-1,-2.871387079E-2,9.798908234E0,9.809728361E0
2.599391057E1,-2.679961324E-1,1.435693540E-2,9.770194054E0,9.773879470E0
2.599629870E1,-2.081755698E-1,1.914258115E-2,9.806086540E0,9.808314674E0
2.599868677E1,-5.051847100E-1,-4.785645287E-3,9.832706451E0,9.845676749E0
2.600107490E1,-2.970091105E-1,1.674975827E-2,9.727123260E0,9.731671074E0
2.600346302E1,2.970091105E-1,1.172483116E-1,9.669695854E0,9.674966640E0
2.600585110E1,6.631109715E-1,1.435693651E-1,9.827920914E0,9.851312492E0
2.600823922E1,4.788636267E-1,4.067798331E-2,9.830313683E0,9.842054266E0
2.601062735E1,2.153540403E-2,-1.196411327E-1,9.904491425E0,9.905237410E0
2.601301542E1,7.896314561E-2,-8.853443712E-2,9.748658180E0,9.749379972E0
2.601540354E1,4.668995142E-1,2.392822644E-3,9.705587387E0,9.716811587E0
2.601779167E1,1.113260746E0,7.178468257E-2,9.700801849E0,9.764735483E0
2.602017979E1,1.561017632E0,1.004985496E-1,9.741479874E0,9.866271136E0
2.602256787E1,1.486840129E0,7.657032460E-2,9.815657616E0,9.927924809E0
2.602495599E1,1.520339727E0,5.264209956E-2,9.748658180E0,9.866637745E0
2.602734412E1,1.572981834E0,9.332008660E-2,9.736694336E0,9.863376556E0
2.602973219E1,1.498804331E0,1.387837082E-1,9.626625061E0,9.743592018E0
2.603212031E1,9.505487680E-1,7.178468257E-2,9.693623543E0,9.740381583E0
2.603450844E1,3.687937856E-1,-6.939185411E-2,9.722337723E0,9.729577323E0
2.603689651E1,5.913262963E-1,-1.196411345E-2,9.710372925E0,9.728368428E0
2.603928464E1,3.640081584E-1,4.307080805E-2,9.842277527E0,9.849100667E0
2.604167276E1,2.081755698E-1,1.220339537E-1,9.914062500E0,9.916998770E0
2.604406084E1,-1.603191197E-1,1.292124242E-1,9.921240807E0,9.923377309E0
2.604644896E1,-9.385846853E-1,5.024927482E-2,9.875777245E0,9.920405354E0
2.604883709E1,-1.422233939E0,4.785645287E-3,9.763015747E0,9.866065516E0
2.605122516E1,-1.122832060E0,9.810572863E-2,9.810872078E0,9.875403156E0
2.605361328E1,-8.282157183E-1,1.722832322E-1,9.823135376E0,9.859493466E0
2.605600141E1,-8.018946648E-1,2.129612118E-1,9.880562782E0,9.915337030E0
2.605838948E1,-6.607181430E-1,2.464607358E-1,9.870991707E0,9.896149182E0
2.606077761E1,-1.098903775E0,1.507478207E-1,9.947562218E0,1.000921118E1
2.606316573E1,-1.505982757E0,9.810572863E-2,9.856635094E0,9.971502603E0
2.606555386E1,-1.553839207E0,7.896314561E-2,9.878170013E0,9.999944713E0
2.606794193E1,-1.412662625E0,4.307080805E-2,9.856635094E0,9.957445765E0
2.607033005E1,-1.534696579E0,-3.110669367E-2,9.926026344E0,1.004401614E1
2.607271818E1,-1.534696579E0,-4.067798331E-2,9.880562782E0,9.999123421E0
2.607510625E1,-1.218544960E0,-7.178467698E-3,9.842277527E0,9.917425587E0
2.607749438E1,-5.817549825E-1,6.699903309E-2,9.784550667E0,9.802058941E0
2.607988250E1,-4.525425732E-1,2.392822690E-2,9.810872078E0,9.821332815E0
2.608227057E1,-3.592225015E-1,0.000000000E0,9.777372360E0,9.783969086E0
2.608465870E1,1.435693540E-2,2.632104978E-2,9.739087105E0,9.739133255E0
2.608704682E1,-2.751746178E-1,2.392822644E-3,9.849455833E0,9.853299296E0
2.608943490E1,-1.170688510E0,-1.914258152E-1,9.854242325E0,9.925383984E0
2.609182302E1,-1.364507079E0,-2.297109663E-1,9.705587387E0,9.803727517E0
2.609421115E1,-7.707880139E-1,-7.896314561E-2,9.612267494E0,9.643445221E0
2.609659927E1,-3.520440459E-1,7.896314561E-2,9.746265411E0,9.752941077E0
2.609898734E1,-3.161516786E-1,8.853443712E-2,9.779765129E0,9.785274458E0
2.610137547E1,-3.592225015E-1,3.589234129E-2,9.741479874E0,9.748166966E0
2.610376360E1,-7.325028181E-1,-3.589234129E-2,9.810872078E0,9.838244740E0
2.610615167E1,-6.056832075E-1,-2.153540403E-2,9.734301567E0,9.753150410E0
2.610853979E1,-4.692923427E-1,-4.785645287E-3,9.774979591E0,9.786239534E0
2.611092792E1,-3.281157911E-1,-1.196411345E-2,9.791728973E0,9.797232232E0
2.611331599E1,-5.362913609E-1,-7.657032460E-2,9.851848602E0,9.866731593E0
2.611570412E1,-9.577272534E-1,-1.268195957E-1,9.847063065E0,9.894340589E0
2.611809224E1,-8.500502706E-1,-9.810572863E-2,9.751050949E0,9.788524138E0
2.612048031E1,-6.056832075E-1,-4.785645287E-3,9.741479874E0,9.760292269E0
2.612286844E1,-4.740779996E-1,1.435693540E-2,9.798908234E0,9.810380148E0
2.612525656E1,-2.560320199E-1,5.742774159E-2,9.820742607E0,9.824247335E0
2.612764464E1,-1.435693651E-1,7.896314561E-2,9.806086540E0,9.807455357E0
2.613003276E1,-5.024927482E-2,5.982056633E-2,9.851848602E0,9.852158361E0
2.613242089E1,6.460621208E-2,2.392822690E-2,9.806086540E0,9.806328556E0
2.613480901E1,1.483550072E-1,-1.196411345E-2,9.815657616E0,9.816785970E0
2.613719708E1,3.592225015E-1,4.067798331E-2,9.818050385E0,9.824704009E0
2.613958521E1,4.405784607E-1,5.982056633E-2,9.842277527E0,9.852315200E0
2.614197334E1,6.607181430E-1,2.392822690E-2,9.835099220E0,9.857296673E0
2.614436141E1,7.372884750E-1,-2.392822644E-3,9.844670296E0,9.872240539E0
2.614674953E1,6.439684033E-1,-2.392822690E-2,9.863813400E0,9.884841054E0
2.614913766E1,6.008976102E-1,7.178467698E-3,9.806086540E0,9.824482821E0
2.615152573E1,3.807578981E-1,1.196411345E-2,9.818050385E0,9.825438060E0
2.615391386E1,2.297109663E-1,7.178467698E-3,9.825528145E0,9.828215605E0
2.615630198E1,3.472583890E-1,5.503492057E-2,9.832706451E0,9.838990466E0
2.615869005E1,-1.196411345E-2,3.110669367E-2,9.933204651E0,9.933260563E0
2.616107818E1,-1.148554832E-1,3.110669367E-2,9.823135376E0,9.823856067E0
2.616346630E1,2.321037948E-1,1.076770201E-1,9.746265411E0,9.749623376E0
2.616585438E1,5.673980713E-1,1.962114573E-1,9.691230774E0,9.709809134E0
2.616824250E1,3.783650696E-1,2.321037948E-1,9.770194054E0,9.780272192E0
2.617063063E1,-1.674975902E-1,1.579262912E-1,9.842277527E0,9.844969430E0
2.617301875E1,-7.348956466E-1,2.871387079E-2,9.892526627E0,9.919827577E0
2.617540682E1,-8.668000102E-1,7.657032460E-2,9.868598938E0,9.906889031E0
2.617779495E1,-9.601200819E-1,1.004985496E-1,9.902098656E0,9.949044593E0
2.618018307E1,-8.979067206E-1,1.028913707E-1,9.894919395E0,9.936108542E0
2.618257115E1,-1.065404296E0,5.982056633E-2,9.964311600E0,1.002128587E1
2.618495927E1,-1.350150228E0,5.024927482E-2,9.971489906E0,1.006260610E1
2.618734740E1,-1.264008522E0,8.135596663E-2,9.851848602E0,9.932937995E0
2.618973547E1,-1.010369420E0,1.316052526E-1,9.803693771E0,9.856499271E0
2.619212360E1,-6.200401783E-1,1.866401732E-1,9.774979591E0,9.796402931E0
2.619451172E1,-3.807578981E-1,2.560320199E-1,9.784550667E0,9.795302993E0
2.619689979E1,-9.571290761E-2,2.898306549E-1,9.729516029E0,9.734302488E0
2.619928792E1,-2.009970993E-1,2.273181528E-1,9.700801849E0,9.705546347E0
2.620167604E1,-5.003990531E-1,9.810572863E-2,9.743872643E0,9.757206466E0
2.620406412E1,-9.361918569E-1,-1.435693540E-2,9.698409081E0,9.743500398E0
2.620645224E1,-1.007976532E0,-1.028913707E-1,9.734301567E0,9.786890738E0
2.620884037E1,-9.314061999E-1,-8.614161611E-2,9.748658180E0,9.793430155E0
2.621122849E1,-6.918248534E-1,-4.067798331E-2,9.710372925E0,9.735071580E0
2.621361656E1,-3.257229924E-1,3.589234129E-2,9.712766647E0,9.718293043E0
2.621600469E1,5.742774159E-2,1.196411327E-1,9.734301567E0,9.735206158E0
2.621839281E1,2.898306549E-1,1.507478207E-1,9.789336205E0,9.794785860E0
2.622078089E1,1.459621787E-1,9.092725813E-2,9.866206169E0,9.867704743E0
2.622316901E1,-3.951148391E-1,-1.196411345E-2,9.844670296E0,9.852603316E0
2.622555714E1,-7.061817646E-1,-4.307080805E-2,9.786943436E0,9.812482336E0
2.622794521E1,-6.894320250E-1,2.632104978E-2,9.774979591E0,9.799297696E0
2.623033334E1,-6.343970895E-1,7.417750359E-2,9.767801285E0,9.788662008E0
2.623272146E1,-9.170492887E-1,2.632104978E-2,9.813264847E0,9.856055963E0
2.623510953E1,-1.024726272E0,-4.067798331E-2,9.784550667E0,9.838147711E0
2.623749766E1,-1.213759303E0,-5.503492057E-2,9.880562782E0,9.954986760E0
2.623988578E1,-1.146760225E0,-6.699903309E-2,9.835099220E0,9.901955593E0
2.624227386E1,-7.995018363E-1,-2.392822690E-2,9.827920914E0,9.860416078E0
2.624466198E1,-5.434698462E-1,3.110669367E-2,9.859027863E0,9.874044637E0
2.624705011E1,-2.850449979E-1,5.264209956E-2,9.839884758E0,9.844153285E0
2.624943818E1,3.110669367E-2,6.221338734E-2,9.823135376E0,9.823381635E0
2.625182630E1,3.831507266E-1,6.699903309E-2,9.786943436E0,9.794669732E0
2.625421443E1,6.655037999E-1,7.657032460E-2,9.794121742E0,9.817004585E0
2.625660255E1,9.074779749E-1,5.264209956E-2,9.767801285E0,9.810006596E0
2.625899063E1,9.457631707E-1,-7.178467698E-3,9.784550667E0,9.830155200E0
2.626137875E1,1.017547846E0,-7.178468257E-2,9.760622978E0,9.813782022E0
2.626376688E1,1.084546804E0,-1.052841991E-1,9.777372360E0,9.837903069E0
2.626615495E1,1.326221943E0,-1.172483116E-1,9.758230209E0,9.848637907E0
2.626854307E1,1.750050664E0,-4.785645381E-2,9.765408516E0,9.921097270E0
2.627093120E1,2.398804665E0,6.221338734E-2,9.698409081E0,9.990859473E0
2.627331927E1,2.868097067E0,1.627119333E-1,9.638588905E0,1.005757685E1
2.627570740E1,3.157927752E0,2.009970993E-1,9.681659698E0,1.018564883E1
2.627809552E1,2.961417198E0,1.483550072E-1,9.767801285E0,1.020793529E1
2.628048360E1,2.271985054E0,5.264209956E-2,9.786943436E0,1.004733542E1
2.628287172E1,1.953440547E0,1.196411345E-2,9.763015747E0,9.956533010E0
2.628525985E1,2.130808592E0,9.571290575E-3,9.712766647E0,9.943755468E0
2.628764792E1,2.405983210E0,3.110669367E-2,9.693623543E0,9.987795564E0
2.629003604E1,2.470589399E0,2.871387079E-2,9.837491989E0,1.014302150E1
2.629242417E1,2.468196630E0,8.853443712E-2,9.763015747E0,1.007056649E1
2.629481224E1,2.185843468E0,9.092725813E-2,9.777372360E0,1.001914117E1
2.629720037E1,1.948654890E0,2.871387079E-2,9.827920914E0,1.001928689E1
2.629958849E1,1.283151150E0,-6.939185411E-2,9.866206169E0,9.949538496E0
2.630197662E1,1.132403374E0,-1.028913707E-1,9.731908798E0,9.798110680E0
2.630436469E1,1.314257860E0,-1.196411345E-2,9.832706451E0,9.920157913E0
2.630675281E1,1.335793257E0,4.546362907E-2,9.784550667E0,9.875416058E0
2.630914094E1,1.130010486E0,9.571290575E-3,9.892526627E0,9.956861873E0
2.631152901E1,1.024726272E0,1.100698411E-1,9.837491989E0,9.891330949E0
2.631391714E1,7.683951855E-1,1.938186288E-1,9.806086540E0,9.838055197E0
2.631630526E1,6.726822853E-1,2.033899277E-1,9.882955551E0,9.907909938E0
2.631869334E1,1.077368379E0,1.914258152E-1,9.818050385E0,9.878840004E0
